TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AgeGroup,AmountGroup,Target
124.75999999999999,2023-10-16 16:32:56,Debit,Seattle,Branch,1.2656468488058699,Engineer,25.735268772348626,4315.956540556146,131.13180297948395,2024-11-04 08:06:23,2,2,2
78.13,2023-11-21 16:58:44,Debit,Milwaukee,Branch,0.49912199235044263,Student,51.18867775050381,4315.956540556146,43.683949606701674,2024-11-04 08:12:18,3,1,2
335.63,2023-01-24 17:17:20,Debit,Oklahoma City,Online,1.4656098548377203,Retired,69.26059812499399,4315.956540556146,45.81939802863684,2024-11-04 08:07:32,2,0,1
328.47,2023-07-31 18:39:50,Debit,San Antonio,ATM,1.7322271962135214,Retired,44.570791416183454,4315.956540556146,105.22416446362357,2024-11-04 08:07:31,1,0,0
34.01999999999998,2023-01-09 16:13:21,Debit,Philadelphia,Online,0.8990480044141438,Doctor,19.117382438028276,4315.956540556146,283.04312355307303,2024-11-04 08:11:45,0,1,1
241.42,2023-04-20 18:57:43,Credit,Charlotte,Online,1.5322641901816707,Doctor,43.8071891468388,4315.956540556146,267.62755187541245,2024-11-04 08:09:03,2,2,3
55.31999999999999,2023-04-12 16:03:37,Debit,Tucson,ATM,0.26583181864661687,Student,44.06172323662035,4315.956540556146,31.839563941275458,2024-11-04 08:08:03,3,1,3
304.31,2023-07-26 16:52:28,Debit,Louisville,Branch,0.5324491600224177,Student,22.680859694970003,4315.956540556146,43.10864779240697,2024-11-04 08:09:53,3,0,0
435.27,2023-10-04 17:49:29,Debit,Chicago,Branch,2.0988260406052475,Retired,37.189302812518456,4315.956540556146,111.50969634842717,2024-11-04 08:11:12,1,0,0
164.49,2023-12-13 16:01:38,Debit,Baltimore,Branch,0.49912199235044263,Student,33.371291465795174,4315.956540556146,54.626549678220954,2024-11-04 08:10:33,3,2,2
510.24,2023-10-09 16:29:40,Debit,Oklahoma City,Online,0.26583181864661687,Student,41.00731415924173,4315.956540556146,41.54616402114594,2024-11-04 08:11:35,3,0,0
626.9,2023-11-27 16:45:57,Debit,Denver,Online,0.49912199235044263,Student,49.40693912203294,4315.956540556146,32.266006411121396,2024-11-04 08:07:24,3,0,2
22.00999999999999,2023-03-27 16:45:18,Credit,Sacramento,Online,0.999029507430069,Engineer,58.824700443950356,4315.956540556146,51.495109990288086,2024-11-04 08:06:31,0,1,1
425.34,2023-02-13 16:59:39,Credit,Kansas City,Online,1.9321902022453719,Retired,45.07985959574656,4315.956540556146,97.74308349598876,2024-11-04 08:07:07,1,0,1
424.56,2023-02-21 17:45:55,Debit,Omaha,Online,1.33230118414982,Engineer,81.47823443450847,4315.956540556146,120.68881657731622,nan,2,0,1
85.43,2023-06-07 16:45:34,Debit,Virginia Beach,Branch,1.8655358669014217,Doctor,51.18867775050381,4315.956540556146,295.4556197601153,2024-11-04 08:06:45,1,1,3
169.5,2023-09-07 16:51:27,Debit,San Diego,Branch,0.5657763276943928,Student,50.42507548115915,4315.956540556146,44.012410986300566,2024-11-04 08:08:58,0,2,0
104.63,2023-03-29 17:47:16,Debit,Omaha,ATM,1.698900028541546,Retired,37.189302812518456,4315.956540556146,107.99496182672044,2024-11-04 08:10:42,1,1,1
316.95,2023-08-04 17:53:40,Debit,Mesa,Branch,0.46579482467846745,Student,35.407564184047594,4315.956540556146,51.296271300722466,2024-11-04 08:09:15,3,0,0
60.539999999999964,2023-12-14 17:52:37,Credit,Columbus,Branch,1.5322641901816707,Retired,27.517007400819484,4315.956540556146,91.04423321397778,2024-11-04 08:09:57,2,1,2
292.56,2023-03-03 17:37:41,Credit,Dallas,Branch,1.8988630345733968,Retired,29.80781420885345,4315.956540556146,110.88207802539505,2024-11-04 08:07:49,1,2,1
386.52,2023-06-09 16:18:15,Debit,Indianapolis,Branch,1.2323196811338948,Engineer,21.40818924606224,4315.956540556146,128.7207490321382,2024-11-04 08:07:09,2,0,3
112.07,2023-10-02 16:35:22,Debit,Kansas City,Branch,0.3991404893345173,Student,27.262473311037933,4315.956540556146,44.217721821276996,2024-11-04 08:11:37,3,2,0
568.52,2023-10-06 18:44:37,Debit,Indianapolis,ATM,1.1656653457899446,Engineer,52.97041637897467,4315.956540556146,126.37100068437826,nan,2,0,0
349.64,2023-11-07 16:48:23,Debit,Las Vegas,Online,1.2323196811338948,Engineer,71.8059390228095,4315.956540556146,147.0766523262957,2024-11-04 08:08:09,2,0,2
601.4,2023-05-30 17:43:25,Credit,Philadelphia,Branch,1.4989370225096956,Engineer,40.75278006946018,4315.956540556146,179.5572938522901,2024-11-04 08:08:01,2,0,3
5.769999999999982,2023-11-02 16:01:40,Debit,Charlotte,Online,1.298974016477845,Doctor,45.843461865091214,4315.956540556146,278.97358234420585,2024-11-04 08:11:32,2,1,2
201.33,2023-03-29 17:00:31,Credit,Nashville,Branch,1.032356675102044,Engineer,61.62457543154743,4315.956540556146,73.96747754754118,2024-11-04 08:11:41,0,2,1
298.42,2023-04-25 16:11:24,Debit,Indianapolis,Branch,1.4989370225096956,Retired,71.55140493302795,4315.956540556146,81.69234265898336,2024-11-04 08:10:12,2,2,3
521.06,2023-04-18 18:40:47,Debit,Albuquerque,Branch,0.46579482467846745,Student,46.861598224217424,4315.956540556146,62.57560271542112,2024-11-04 08:12:10,3,0,3
117.28,2023-02-09 16:34:53,Credit,Austin,Online,1.632245693197596,Engineer,18.35378016868362,4315.956540556146,93.39649850717527,2024-11-04 08:07:11,1,2,1
189.12,2023-11-13 16:42:28,Credit,Indianapolis,nan,0.6990849983822931,Engineer,40.49824597967863,4315.956540556146,45.05748268833031,2024-11-04 08:08:42,0,2,2
133.55000000000004,2023-07-18 16:12:00,Debit,Atlanta,ATM,1.0990110104459945,Engineer,70.27873448412019,4315.956540556146,96.64174008524833,2024-11-04 08:10:18,0,2,0
143.21,2023-01-13 17:00:16,Debit,Dallas,Online,0.7990665013982186,Engineer,48.643336852688286,4315.956540556146,142.10029163264647,2024-11-04 08:09:26,0,2,1
24.769999999999982,2023-07-04 18:20:33,Debit,Boston,ATM,1.698900028541546,Retired,28.280609670164143,4315.956540556146,132.95281300354367,2024-11-04 08:12:15,1,1,3
233.92,2023-10-20 16:54:28,Credit,Jacksonville,Online,0.49912199235044263,Student,85.5507798710133,4315.956540556146,145.0271396128708,2024-11-04 08:08:45,3,2,2
232.12,2023-12-28 17:31:03,Debit,nan,ATM,0.8657208367421687,Engineer,27.262473311037933,4315.956540556146,147.76431777619484,2024-11-04 08:09:17,0,2,2
91.53,2023-03-13 16:32:12,Debit,Milwaukee,Branch,1.0990110104459945,Doctor,31.844086927105867,4315.956540556146,291.34131287882326,2024-11-04 08:11:36,0,1,1
120.29000000000002,2023-12-18 18:46:27,Debit,Miami,Branch,0.26583181864661687,Student,33.88035964535828,4315.956540556146,51.985914350608255,2024-11-04 08:06:50,3,2,2
174.25,2023-07-17 18:54:31,Debit,Seattle,Online,1.298974016477845,Doctor,31.33501874754276,4315.956540556146,216.77302887356382,2024-11-04 08:10:29,2,2,0
183.71,2023-06-19 18:22:10,Debit,Denver,ATM,0.8990480044141438,Engineer,40.24371188989708,4315.956540556146,37.42592433989404,2024-11-04 08:09:51,0,2,3
345.39,nan,Credit,Phoenix,nan,1.5655913578536458,Engineer,34.643961914702935,4315.956540556146,143.48712856873067,2024-11-04 08:08:16,2,0,2
259.91,2023-11-06 16:34:10,Debit,Denver,Online,1.2656468488058699,Doctor,57.5520299950426,4315.956540556146,156.51951248067547,2024-11-04 08:09:38,2,2,2
154.71,2023-07-03 16:40:24,Debit,San Diego,Online,0.7657393337262434,Doctor,54.24308682788242,4315.956540556146,54.88633440373842,2024-11-04 08:09:42,0,2,3
24.560000000000002,2023-10-20 17:27:35,Debit,Mesa,Branch,1.7655543638854962,Doctor,31.844086927105867,4315.956540556146,204.93601426263325,2024-11-04 08:12:05,1,1,2
568.07,2023-08-28 17:03:53,nan,Washington,ATM,1.2323196811338948,Doctor,43.55265505705725,4315.956540556146,217.28486770646913,2024-11-04 08:07:32,2,0,0
9.610000000000014,2023-06-22 18:37:29,Credit,San Diego,Online,1.5655913578536458,Doctor,59.842836803076565,4315.956540556146,259.1218943328821,2024-11-04 08:09:10,2,1,3
392.96,2023-11-20 16:28:09,Debit,Kansas City,Online,0.4324676570064925,Student,39.73464371033397,4315.956540556146,41.725046929028196,2024-11-04 08:08:38,3,0,2
716.93,2023-09-14 16:49:33,Credit,Milwaukee,Online,1.632245693197596,Retired,22.935393784751554,4315.956540556146,100.55630936788987,2024-11-04 08:08:12,1,0,0
230.66,2023-03-27 18:16:04,Debit,Houston,Branch,0.33248615399056713,Student,48.643336852688286,4315.956540556146,38.604034586479415,2024-11-04 08:10:44,3,2,1
644.17,2023-03-02 16:05:09,Debit,San Antonio,ATM,0.5991034953663679,Engineer,32.60768919645052,4315.956540556146,48.05102972264942,2024-11-04 08:08:04,0,0,1
508.68,2023-06-26 16:16:50,Credit,Mesa,Branch,1.33230118414982,Engineer,46.60706413443587,4315.956540556146,166.07581496156146,2024-11-04 08:09:32,2,0,3
858.63,2023-04-18 17:27:23,Credit,San Francisco,Branch,0.5324491600224177,Student,61.37004134176588,4315.956540556146,61.16503457949728,2024-11-04 08:10:47,3,0,3
25.360000000000014,2023-07-17 17:08:24,Debit,Louisville,ATM,1.5322641901816707,Engineer,34.13489373513983,4315.956540556146,31.10695303713453,2024-11-04 08:11:05,2,1,0
147.62,2023-09-01 17:26:02,Debit,Charlotte,Branch,1.998844537589322,Retired,48.134268673125185,4315.956540556146,65.53085622272624,2024-11-04 08:07:22,1,2,0
115.01999999999998,2023-09-11 16:19:04,Debit,San Antonio,Branch,0.8657208367421687,Doctor,58.824700443950356,4315.956540556146,164.9117276966995,2024-11-04 08:08:38,0,2,0
383.37,2023-01-24 17:23:56,Debit,Fort Worth,Branch,0.6324306630383429,Engineer,20.390052886936033,4315.956540556146,187.5331343802183,2024-11-04 08:11:07,0,0,1
98.54000000000002,2023-08-11 16:18:46,Credit,El Paso,Online,0.29915898631859206,Student,56.78842772569794,4315.956540556146,196.189628867184,2024-11-04 08:10:02,3,1,0
83.23999999999998,2023-10-16 18:35:11,nan,Fort Worth,Branch,1.4656098548377203,Doctor,56.02482545635329,4315.956540556146,48.73042520896807,2024-11-04 08:10:52,2,1,2
196.16,2023-02-24 16:29:23,Debit,Virginia Beach,Branch,0.5324491600224177,Engineer,51.44321184028536,4315.956540556146,196.82659584469846,2024-11-04 08:08:32,3,2,1
129.94,2023-01-02 16:36:02,Debit,Las Vegas,ATM,0.6990849983822931,Engineer,74.09674583084347,4315.956540556146,170.50761653161734,2024-11-04 08:06:35,0,2,1
306.9,2023-11-30 16:31:03,Debit,Colorado Springs,Online,1.1656653457899446,Engineer,27.262473311037933,4315.956540556146,196.812572862975,2024-11-04 08:10:48,2,0,2
114.98000000000002,2023-11-01 16:52:01,Debit,Seattle,Online,1.5989185255256209,Retired,34.643961914702935,4315.956540556146,137.96279289696574,2024-11-04 08:09:24,2,2,2
756.59,2023-03-06 16:47:02,Debit,Sacramento,Branch,0.5324491600224177,Student,18.608314258465175,4315.956540556146,35.055141519548926,2024-11-04 08:11:40,3,0,1
503.76,2023-11-27 18:32:49,Debit,Los Angeles,Online,0.3658133216625422,Student,23.189927874533105,4315.956540556146,35.54360871624853,2024-11-04 08:09:22,3,0,2
143.03,2023-07-31 16:37:46,Debit,San Antonio,ATM,1.7322271962135214,Retired,51.69774593006691,4315.956540556146,170.98457769203105,2024-11-04 08:10:42,1,2,0
245.54,2023-03-21 16:29:31,nan,New York,ATM,0.46579482467846745,Student,60.097370892858116,4315.956540556146,45.202207050988804,2024-11-04 08:10:26,3,2,1
254.37,2023-04-20 18:26:50,Credit,Dallas,Online,1.33230118414982,Engineer,58.570166354168805,4315.956540556146,186.58622355025264,2024-11-04 08:06:56,2,2,3
213.76,2023-03-01 17:52:14,Credit,Dallas,ATM,2.2321347112931478,Retired,86.05984805057639,4315.956540556146,90.93258870564121,2024-11-04 08:09:36,1,2,1
327.86,2023-02-10 16:52:48,Debit,Fresno,Online,0.9657023397580939,Engineer,40.75278006946018,4315.956540556146,36.12502311232011,2024-11-04 08:06:30,0,0,1
2.5,2023-07-21 16:43:11,Debit,San Diego,Online,1.1989925134619197,Doctor,41.51638233880484,4315.956540556146,245.84249020442454,2024-11-04 08:09:53,2,1,0
300.08,2023-10-09 17:02:43,Credit,Austin,Online,1.8988630345733968,Doctor,26.244336951911727,4315.956540556146,271.03855228872914,2024-11-04 08:12:18,1,2,0
407.65,2023-07-07 16:11:38,Debit,Boston,Online,0.49912199235044263,Engineer,30.062348298635005,4315.956540556146,177.55002986585242,nan,3,0,3
115.82999999999998,2023-05-22 17:09:52,Debit,Fresno,Branch,0.9323751720861189,Engineer,56.78842772569794,4315.956540556146,144.00993409247098,2024-11-04 08:10:02,0,2,3
53.56999999999999,2023-08-16 16:17:12,Debit,Houston,ATM,1.9321902022453719,Retired,45.07985959574656,4315.956540556146,57.18053017005553,2024-11-04 08:08:43,1,1,0
63.34,2023-11-17 16:02:02,Credit,Detroit,Online,1.1656653457899446,Doctor,56.27935954613484,4315.956540556146,228.39772115865628,2024-11-04 08:10:13,2,1,2
317.87,nan,Debit,Detroit,Online,0.5324491600224177,Student,37.443836902300006,4315.956540556146,30.10844482569928,2024-11-04 08:11:32,3,0,2
331.65,2023-08-25 17:26:07,Debit,Portland,Online,0.999029507430069,Engineer,29.80781420885345,4315.956540556146,102.5078409910677,2024-11-04 08:11:00,0,0,0
5.0400000000000205,2023-11-27 16:38:34,Debit,Washington,ATM,1.4989370225096956,Retired,24.717132413222416,4315.956540556146,127.42182540455093,2024-11-04 08:10:48,2,1,2
214.54,2023-08-04 17:46:44,Credit,Detroit,Online,1.965517369917347,Doctor,77.15115490822208,4315.956540556146,227.97685192513632,2024-11-04 08:11:56,1,2,0
598.81,2023-09-04 16:48:35,Debit,Philadelphia,Branch,1.5322641901816707,Doctor,54.49762091766398,4315.956540556146,52.94109514415443,2024-11-04 08:10:13,2,0,0
841.28,2023-08-09 17:34:26,Debit,Tucson,Online,0.49912199235044263,Student,34.643961914702935,4315.956540556146,47.33405983658464,2024-11-04 08:09:58,3,0,0
38.14999999999998,2023-09-07 16:07:40,Debit,Mesa,Online,0.49912199235044263,Student,41.77091642858639,4315.956540556146,32.95223360648481,2024-11-04 08:07:42,3,1,0
124.72,2023-07-03 17:14:07,Debit,Oklahoma City,Branch,0.7324121660542683,Engineer,41.00731415924173,4315.956540556146,140.9313502587264,2024-11-04 08:07:25,0,2,3
302.45,2023-09-25 17:13:36,Credit,San Antonio,Branch,2.2321347112931478,Retired,24.46259832344086,4315.956540556146,119.78559272887351,2024-11-04 08:11:55,1,2,0
208.04,2023-11-20 17:10:02,Debit,Louisville,Online,1.1989925134619197,Engineer,83.76904124254244,4315.956540556146,195.4983677809455,2024-11-04 08:08:45,2,2,2
5.769999999999982,2023-11-17 17:27:07,Credit,Los Angeles,Branch,0.3991404893345173,Student,78.93289353669294,4315.956540556146,47.59168718029848,2024-11-04 08:10:53,3,1,2
381.33,2023-08-21 16:46:05,Debit,Albuquerque,ATM,1.4989370225096956,Doctor,33.371291465795174,4315.956540556146,240.2706921329803,2024-11-04 08:09:32,2,0,0
16.160000000000025,2023-10-16 16:59:36,Debit,Milwaukee,ATM,1.298974016477845,Doctor,45.843461865091214,4315.956540556146,286.39947029403174,2024-11-04 08:11:59,2,1,2
486.08,2023-06-20 17:21:50,Debit,Oklahoma City,Online,0.2325046509746419,Student,31.589552837324312,4315.956540556146,58.93088594004718,2024-11-04 08:07:03,3,0,3
336.39,2023-01-16 16:53:38,Debit,San Antonio,Branch,0.33248615399056713,Student,18.862848348246725,4315.956540556146,45.47907104911813,2024-11-04 08:09:57,3,0,1
234.57,2023-09-01 16:09:08,Debit,Chicago,Online,0.3991404893345173,Student,44.82532550596501,4315.956540556146,32.23849979312543,2024-11-04 08:08:47,3,2,0
6.0,2023-10-23 18:38:15,Debit,Chicago,Online,0.6324306630383429,Doctor,76.89662081844054,4315.956540556146,125.34354760041131,2024-11-04 08:09:43,0,1,2
227.14,2023-07-03 17:42:08,Debit,Charlotte,ATM,0.2325046509746419,Student,89.11425712795503,4315.956540556146,33.64007883820092,2024-11-04 08:11:34,3,2,3
233.74,2023-10-24 16:41:00,Credit,Oklahoma City,Online,1.8322086992294464,Retired,18.608314258465175,4315.956540556146,46.66796820472155,2024-11-04 08:11:17,1,2,2
45.849999999999994,2023-02-16 17:57:10,Debit,Los Angeles,ATM,0.29915898631859206,Student,37.69837099208156,4315.956540556146,57.321119550923804,2024-11-04 08:07:24,3,1,1
415.5,2023-07-28 16:29:23,Debit,Memphis,ATM,1.8322086992294464,Doctor,50.1705413913776,4315.956540556146,209.31783648757227,2024-11-04 08:10:23,1,0,0
265.76,2023-02-06 17:48:55,Debit,Philadelphia,Online,1.4322826871657455,Retired,37.69837099208156,4315.956540556146,107.42667150328745,2024-11-04 08:12:18,2,2,1
69.4,2023-07-24 18:08:43,Debit,Virginia Beach,Online,2.298789046637098,Retired,43.04358687749415,4315.956540556146,143.501690895905,2024-11-04 08:09:04,1,1,0
332.93,2023-11-20 16:29:48,Credit,Albuquerque,Branch,0.7990665013982186,Engineer,88.85972303817347,4315.956540556146,77.6193855955938,2024-11-04 08:08:14,0,0,2
267.9,2023-10-09 16:52:47,Debit,San Antonio,Online,0.29915898631859206,Student,55.00668909722708,4315.956540556146,38.210492189138435,2024-11-04 08:08:34,3,2,0
496.03,2023-11-03 16:45:52,Debit,San Francisco,Branch,1.665572860869571,Doctor,81.73276852429002,4315.956540556146,259.4949416030888,2024-11-04 08:09:41,1,0,2
376.26,2023-02-15 16:41:11,Debit,Tucson,ATM,0.8657208367421687,Engineer,76.642086728659,4315.956540556146,190.41809319708932,2024-11-04 08:09:58,0,0,1
83.01999999999998,2023-09-04 17:59:51,Credit,Seattle,Online,0.8323936690701936,Engineer,57.80656408482415,4315.956540556146,189.4681260762352,2024-11-04 08:11:01,0,1,0
93.25999999999999,2023-07-27 16:22:52,Credit,New York,Online,0.29915898631859206,Student,32.60768919645052,4315.956540556146,48.20708033977685,2024-11-04 08:12:04,3,1,0
803.37,2023-04-17 16:08:34,Credit,Memphis,Branch,1.8988630345733968,Doctor,47.116132313998975,4315.956540556146,246.25778620161853,2024-11-04 08:08:40,1,0,3
35.75999999999999,2023-09-19 17:38:18,Debit,Charlotte,Branch,0.3991404893345173,Student,45.33439368552811,4315.956540556146,38.49274964177677,2024-11-04 08:11:40,3,1,0
28.529999999999973,2023-05-31 16:37:39,Debit,Washington,Online,1.698900028541546,Doctor,39.48010962055242,4315.956540556146,183.37298313559972,2024-11-04 08:06:30,1,1,3
139.53,2023-10-09 17:20:09,Credit,Louisville,Online,1.3989555194937702,Doctor,59.333768623513464,4315.956540556146,209.051759398461,2024-11-04 08:07:31,2,2,0
307.57,2023-01-09 16:12:01,Debit,Detroit,Branch,0.7324121660542683,Doctor,86.82345031992105,4315.956540556146,122.91613350772157,2024-11-04 08:06:33,0,0,1
60.650000000000006,2023-05-26 18:15:08,Credit,Tucson,Branch,1.4989370225096956,Retired,27.771541490601038,4315.956540556146,46.32080951615808,2024-11-04 08:09:22,2,1,3
74.86000000000001,2023-08-14 17:43:17,Debit,Nashville,Branch,1.965517369917347,Doctor,46.097995954872765,4315.956540556146,151.92824443896976,2024-11-04 08:07:39,1,1,0
231.91,2023-01-31 18:31:22,Debit,Memphis,ATM,0.7657393337262434,Engineer,56.27935954613484,4315.956540556146,29.519839156949004,2024-11-04 08:12:15,0,2,1
126.20999999999998,2023-02-14 16:07:01,Debit,Baltimore,Branch,2.1321532082772223,Retired,82.49637079363468,4315.956540556146,129.42279702739472,2024-11-04 08:08:42,1,2,1
304.35,2023-12-04 17:07:34,Debit,Houston,Branch,0.665757830710318,Engineer,23.444461964314655,4315.956540556146,100.43190035054864,2024-11-04 08:08:45,0,0,2
281.85,2023-05-16 17:26:37,Debit,Detroit,ATM,0.3658133216625422,Student,42.02545051836794,4315.956540556146,56.005655996175555,2024-11-04 08:07:38,3,2,3
777.88,2023-03-20 16:58:12,Debit,Houston,Branch,0.665757830710318,Engineer,18.608314258465175,4315.956540556146,150.20359746880442,2024-11-04 08:09:15,0,0,1
119.18,2023-08-25 18:01:38,Debit,Los Angeles,Branch,1.4989370225096956,Retired,38.71650735120777,4315.956540556146,126.66925871872667,2024-11-04 08:07:34,2,2,0
177.19,2023-05-15 17:25:28,Debit,Chicago,Online,2.1654803759491976,Retired,25.22620059278552,4315.956540556146,123.55543764885657,2024-11-04 08:06:30,1,2,3
260.88,2023-05-29 16:50:10,Debit,Denver,Branch,0.3658133216625422,Student,23.444461964314655,4315.956540556146,43.72781637004165,2024-11-04 08:06:52,3,2,3
169.47,2023-03-22 16:10:14,Debit,Chicago,Online,0.4324676570064925,Student,19.117382438028276,4315.956540556146,59.964092042157084,2024-11-04 08:07:37,3,2,1
73.23000000000002,2023-05-19 16:52:53,Debit,Portland,Branch,0.49912199235044263,Student,17.844711989120515,4315.956540556146,41.65475223859406,2024-11-04 08:11:12,3,1,3
792.57,2023-05-22 16:22:36,Debit,Baltimore,ATM,0.26583181864661687,Student,56.02482545635329,4315.956540556146,41.34247122252222,2024-11-04 08:10:39,3,0,3
237.06,2023-12-18 16:47:17,Debit,Phoenix,Online,1.998844537589322,Retired,25.989802862130176,4315.956540556146,48.756673354245265,2024-11-04 08:07:50,1,2,2
34.170000000000016,2023-11-21 16:57:43,Credit,Philadelphia,Online,1.4322826871657455,Engineer,28.02607558038259,4315.956540556146,40.554667300572405,2024-11-04 08:06:29,2,1,2
740.25,2023-07-19 17:03:58,Debit,Philadelphia,Online,0.999029507430069,Doctor,45.588927775309664,4315.956540556146,287.53443290454504,2024-11-04 08:08:27,0,0,0
453.54,2023-04-19 16:36:03,Debit,Albuquerque,ATM,1.5655913578536458,Doctor,35.15303009426604,4315.956540556146,244.06318956190114,2024-11-04 08:12:06,2,0,3
